,p_d,g_d,q_d,g_w
10月14日,166.36,,,0
10月14日,166.36,,,0
10月14日,166.36,,,0
10月14日,166.36,,,70.082
10月14日,166.36,,,350.142
10月14日,166.36,,,665.176
10月14日,166.36,,,665.176
10月14日,166.36,,,665.176
10月14日,166.36,,,560.12
10月14日,166.36,,,560.12
10月14日,166.36,,,665.176
10月14日,166.36,,,665.176
10月14日,166.36,,,665.176
10月14日,166.36,,,665.176
10月14日,166.36,,,210.112
10月14日,166.36,,,210.112
10月14日,166.36,,,0
10月14日,166.36,,,0
10月14日,166.36,,,0
10月14日,166.36,,,0
10月14日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,70.082
10月15日,166.36,,,350.142
10月15日,166.36,,,665.176
10月15日,166.36,,,665.176
10月15日,166.36,,,665.176
10月15日,166.36,,,560.12
10月15日,166.36,,,560.12
10月15日,166.36,,,665.176
10月15日,166.36,,,665.176
10月15日,166.36,,,665.176
10月15日,166.36,,,665.176
10月15日,166.36,,,210.112
10月15日,166.36,,,210.112
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月15日,166.36,,,0
10月16日,166.36,,,0
10月16日,166.36,,,0
10月16日,166.36,,,0
10月16日,166.36,,,0
10月16日,166.36,,,0
10月16日,166.36,,,0
10月16日,166.36,,,70.082
10月16日,166.36,,,350.142
10月16日,3064.57,,,665.176
10月16日,4071.51,,,665.176
10月16日,4202.85,,,665.176
10月16日,4071.51,,,560.12
10月16日,3677.49,,,560.12
10月16日,3940.17,,,665.176
10月16日,4027.73,,,665.176
10月16日,3852.61,,,665.176
10月16日,3502.37,,,665.176
10月16日,3502.37,,,210.112
10月16日,2101.42,,,210.112
10月16日,1576.07,,,0
10月16日,1576.07,,,0
10月16日,166.36,,,0
10月16日,166.36,,,0
10月16日,166.36,,,0
10月17日,166.36,,,0
10月17日,166.36,,,0
10月17日,166.36,,,0
10月17日,166.36,,,0
10月17日,166.36,,,0
10月17日,166.36,,,0
10月17日,166.36,,,70.082
10月17日,166.36,,,350.142
10月17日,3064.57,,,665.176
10月17日,4071.51,,,665.176
10月17日,4202.85,,,665.176
10月17日,4071.51,,,560.12
10月17日,3677.49,,,560.12
10月17日,3940.17,,,665.176
10月17日,4027.73,,,665.176
10月17日,3852.61,,,665.176
10月17日,3502.37,,,665.176
10月17日,3502.37,,,210.112
10月17日,2101.42,,,210.112
10月17日,1576.07,,,0
10月17日,1576.07,,,0
10月17日,166.36,,,0
10月17日,166.36,,,0
10月17日,166.36,,,0
10月18日,166.36,,,0
10月18日,166.36,,,0
10月18日,166.36,,,0
10月18日,166.36,,,0
10月18日,166.36,,,0
10月18日,166.36,,,0
10月18日,166.36,,,70.082
10月18日,166.36,,,350.142
10月18日,3064.57,,,665.176
10月18日,4071.51,,,665.176
10月18日,4202.85,,,665.176
10月18日,4071.51,,,560.12
10月18日,3677.49,,,560.12
10月18日,3940.17,,,665.176
10月18日,4027.73,,,665.176
10月18日,3852.61,,,665.176
10月18日,3502.37,,,665.176
10月18日,3502.37,,,210.112
10月18日,2101.42,,,210.112
10月18日,1576.07,,,0
10月18日,1576.07,,,0
10月18日,166.36,,,0
10月18日,166.36,,,0
10月18日,166.36,,,0
10月19日,166.36,,,0
10月19日,166.36,,,0
10月19日,166.36,,,0
10月19日,166.36,,,0
10月19日,166.36,,,0
10月19日,166.36,,,0
10月19日,166.36,,,70.082
10月19日,166.36,,,350.142
10月19日,3064.57,,,665.176
10月19日,4071.51,,,665.176
10月19日,4202.85,,,665.176
10月19日,4071.51,,,560.12
10月19日,3677.49,,,560.12
10月19日,3940.17,,,665.176
10月19日,4027.73,,,665.176
10月19日,3852.61,,,665.176
10月19日,3502.37,,,665.176
10月19日,3502.37,,,210.112
10月19日,2101.42,,,210.112
10月19日,1576.07,,,0
10月19日,1576.07,,,0
10月19日,166.36,,,0
10月19日,166.36,,,0
10月19日,166.36,,,0
10月20日,166.36,,,0
10月20日,166.36,,,0
10月20日,166.36,,,0
10月20日,166.36,,,0
10月20日,166.36,,,0
10月20日,166.36,,,0
10月20日,166.36,,,70.082
10月20日,166.36,,,350.142
10月20日,3064.57,,,665.176
10月20日,4071.51,,,665.176
10月20日,4202.85,,,665.176
10月20日,4071.51,,,560.12
10月20日,3677.49,,,560.12
10月20日,3940.17,,,665.176
10月20日,4027.73,,,665.176
10月20日,3852.61,,,665.176
10月20日,3502.37,,,665.176
10月20日,3502.37,,,210.112
10月20日,2101.42,,,210.112
10月20日,1576.07,,,0
10月20日,1576.07,,,0
10月20日,166.36,,,0
10月20日,166.36,,,0
10月20日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,70.082
10月21日,166.36,,,350.142
10月21日,166.36,,,665.176
10月21日,166.36,,,665.176
10月21日,166.36,,,665.176
10月21日,166.36,,,560.12
10月21日,166.36,,,560.12
10月21日,166.36,,,665.176
10月21日,166.36,,,665.176
10月21日,166.36,,,665.176
10月21日,166.36,,,665.176
10月21日,166.36,,,210.112
10月21日,166.36,,,210.112
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月21日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,70.082
10月22日,166.36,,,350.142
10月22日,166.36,,,665.176
10月22日,166.36,,,665.176
10月22日,166.36,,,665.176
10月22日,166.36,,,560.12
10月22日,166.36,,,560.12
10月22日,166.36,,,665.176
10月22日,166.36,,,665.176
10月22日,166.36,,,665.176
10月22日,166.36,,,665.176
10月22日,166.36,,,210.112
10月22日,166.36,,,210.112
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月22日,166.36,,,0
10月23日,166.36,,,0
10月23日,166.36,,,0
10月23日,166.36,,,0
10月23日,166.36,,,0
10月23日,166.36,,,0
10月23日,166.36,,,0
10月23日,166.36,,,70.082
10月23日,166.36,,,350.142
10月23日,3064.57,,,665.176
10月23日,4071.51,,,665.176
10月23日,4202.85,,,665.176
10月23日,4071.51,,,560.12
10月23日,3677.49,,,560.12
10月23日,3940.17,,,665.176
10月23日,4027.73,,,665.176
10月23日,3852.61,,,665.176
10月23日,3502.37,,,665.176
10月23日,3502.37,,,210.112
10月23日,2101.42,,,210.112
10月23日,1576.07,,,0
10月23日,1576.07,,,0
10月23日,166.36,,,0
10月23日,166.36,,,0
10月23日,166.36,,,0
10月24日,166.36,,,0
10月24日,166.36,,,0
10月24日,166.36,,,0
10月24日,166.36,,,0
10月24日,166.36,,,0
10月24日,166.36,,,0
10月24日,166.36,,,70.082
10月24日,166.36,,,350.142
10月24日,3064.57,,,665.176
10月24日,4071.51,,,665.176
10月24日,4202.85,,,665.176
10月24日,4071.51,,,560.12
10月24日,3677.49,,,560.12
10月24日,3940.17,,,665.176
10月24日,4027.73,,,665.176
10月24日,3852.61,,,665.176
10月24日,3502.37,,,665.176
10月24日,3502.37,,,210.112
10月24日,2101.42,,,210.112
10月24日,1576.07,,,0
10月24日,1576.07,,,0
10月24日,166.36,,,0
10月24日,166.36,,,0
10月24日,166.36,,,0
10月25日,166.36,,,0
10月25日,166.36,,,0
10月25日,166.36,,,0
10月25日,166.36,,,0
10月25日,166.36,,,0
10月25日,166.36,,,0
10月25日,166.36,,,70.082
10月25日,166.36,,,350.142
10月25日,3064.57,,,665.176
10月25日,4071.51,,,665.176
10月25日,4202.85,,,665.176
10月25日,4071.51,,,560.12
10月25日,3677.49,,,560.12
10月25日,3940.17,,,665.176
10月25日,4027.73,,,665.176
10月25日,3852.61,,,665.176
10月25日,3502.37,,,665.176
10月25日,3502.37,,,210.112
10月25日,2101.42,,,210.112
10月25日,1576.07,,,0
10月25日,1576.07,,,0
10月25日,166.36,,,0
10月25日,166.36,,,0
10月25日,166.36,,,0
10月26日,166.36,,,0
10月26日,166.36,,,0
10月26日,166.36,,,0
10月26日,166.36,,,0
10月26日,166.36,,,0
10月26日,166.36,,,0
10月26日,166.36,,,70.082
10月26日,166.36,,,350.142
10月26日,3064.57,,,665.176
10月26日,4071.51,,,665.176
10月26日,4202.85,,,665.176
10月26日,4071.51,,,560.12
10月26日,3677.49,,,560.12
10月26日,3940.17,,,665.176
10月26日,4027.73,,,665.176
10月26日,3852.61,,,665.176
10月26日,3502.37,,,665.176
10月26日,3502.37,,,210.112
10月26日,2101.42,,,210.112
10月26日,1576.07,,,0
10月26日,1576.07,,,0
10月26日,166.36,,,0
10月26日,166.36,,,0
10月26日,166.36,,,0
10月27日,166.36,,,0
10月27日,166.36,,,0
10月27日,166.36,,,0
10月27日,166.36,,,0
10月27日,166.36,,,0
10月27日,166.36,,,0
10月27日,166.36,,,70.082
10月27日,166.36,,,350.142
10月27日,3064.57,,,665.176
10月27日,4071.51,,,665.176
10月27日,4202.85,,,665.176
10月27日,4071.51,,,560.12
10月27日,3677.49,,,560.12
10月27日,3940.17,,,665.176
10月27日,4027.73,,,665.176
10月27日,3852.61,,,665.176
10月27日,3502.37,,,665.176
10月27日,3502.37,,,210.112
10月27日,2101.42,,,210.112
10月27日,1576.07,,,0
10月27日,1576.07,,,0
10月27日,166.36,,,0
10月27日,166.36,,,0
10月27日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,70.082
10月28日,166.36,,,350.142
10月28日,166.36,,,665.176
10月28日,166.36,,,665.176
10月28日,166.36,,,665.176
10月28日,166.36,,,560.12
10月28日,166.36,,,560.12
10月28日,166.36,,,665.176
10月28日,166.36,,,665.176
10月28日,166.36,,,665.176
10月28日,166.36,,,665.176
10月28日,166.36,,,210.112
10月28日,166.36,,,210.112
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月28日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,70.082
10月29日,166.36,,,350.142
10月29日,166.36,,,665.176
10月29日,166.36,,,665.176
10月29日,166.36,,,665.176
10月29日,166.36,,,560.12
10月29日,166.36,,,560.12
10月29日,166.36,,,665.176
10月29日,166.36,,,665.176
10月29日,166.36,,,665.176
10月29日,166.36,,,665.176
10月29日,166.36,,,210.112
10月29日,166.36,,,210.112
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月29日,166.36,,,0
10月30日,166.36,,,0
10月30日,166.36,,,0
10月30日,166.36,,,0
10月30日,166.36,,,0
10月30日,166.36,,,0
10月30日,166.36,,,0
10月30日,166.36,,,70.082
10月30日,166.36,,,350.142
10月30日,3064.57,,,665.176
10月30日,4071.51,,,665.176
10月30日,4202.85,,,665.176
10月30日,4071.51,,,560.12
10月30日,3677.49,,,560.12
10月30日,3940.17,,,665.176
10月30日,4027.73,,,665.176
10月30日,3852.61,,,665.176
10月30日,3502.37,,,665.176
10月30日,3502.37,,,210.112
10月30日,2101.42,,,210.112
10月30日,1576.07,,,0
10月30日,1576.07,,,0
10月30日,166.36,,,0
10月30日,166.36,,,0
10月30日,166.36,,,0
10月31日,166.36,,,0
10月31日,166.36,,,0
10月31日,166.36,,,0
10月31日,166.36,,,0
10月31日,166.36,,,0
10月31日,166.36,,,0
10月31日,166.36,,,70.082
10月31日,166.36,,,350.142
10月31日,3064.57,,,665.176
10月31日,4071.51,,,665.176
10月31日,4202.85,,,665.176
10月31日,4071.51,,,560.12
10月31日,3677.49,,,560.12
10月31日,3940.17,,,665.176
10月31日,4027.73,,,665.176
10月31日,3852.61,,,665.176
10月31日,3502.37,,,665.176
10月31日,3502.37,,,210.112
10月31日,2101.42,,,210.112
10月31日,1576.07,,,0
10月31日,1576.07,,,0
10月31日,166.36,,,0
10月31日,166.36,,,0
10月31日,166.36,,,0
11月1日,166.36,0,,0
11月1日,166.36,0,,0
11月1日,166.36,0,,0
11月1日,166.36,0,,0
11月1日,166.36,0,,0
11月1日,166.36,3.58,,0
11月1日,166.36,11.65,,70.082
11月1日,166.36,19.08,,350.142
11月1日,3064.57,0,,665.176
11月1日,4071.51,0,,665.176
11月1日,4202.85,0,,665.176
11月1日,4071.51,0,,560.12
11月1日,3677.49,0,,560.12
11月1日,3940.17,0,,665.176
11月1日,4027.73,0,,665.176
11月1日,3852.61,0,,665.176
11月1日,3502.37,0,,665.176
11月1日,3502.37,0,,210.112
11月1日,2101.42,0,,210.112
11月1日,1576.07,0,,0
11月1日,1576.07,0,,0
11月1日,166.36,0,,0
11月1日,166.36,0,,0
11月1日,166.36,0,,0
11月2日,166.36,0,,0
11月2日,166.36,0,,0
11月2日,166.36,,,0
11月2日,166.36,,,0
11月2日,166.36,,,0
11月2日,166.36,,,0
11月2日,166.36,0.67,,70.082
11月2日,166.36,,,350.142
11月2日,3064.57,,,665.176
11月2日,4071.51,,,665.176
11月2日,4202.85,,,665.176
11月2日,4071.51,0,,560.12
11月2日,3677.49,0,,560.12
11月2日,3940.17,0,,665.176
11月2日,4027.73,0,,665.176
11月2日,3852.61,0,,665.176
11月2日,3502.37,0,,665.176
11月2日,3502.37,0,,210.112
11月2日,2101.42,0,,210.112
11月2日,1576.07,0,,0
11月2日,1576.07,0,,0
11月2日,166.36,0,,0
11月2日,166.36,0,,0
11月2日,166.36,0,,0
11月3日,166.36,0,,0
11月3日,166.36,0,,0
11月3日,166.36,0,,0
11月3日,166.36,0,,0
11月3日,166.36,0.7,,0
11月3日,166.36,3.74,,0
11月3日,166.36,9.71,,70.082
11月3日,166.36,13.37,,350.142
11月3日,3064.57,1.52,,665.176
11月3日,4071.51,1.12,,665.176
11月3日,4202.85,0,,665.176
11月3日,4071.51,0,,560.12
11月3日,3677.49,0,,560.12
11月3日,3940.17,0,,665.176
11月3日,4027.73,0,,665.176
11月3日,3852.61,0,,665.176
11月3日,3502.37,0,,665.176
11月3日,3502.37,0,,210.112
11月3日,2101.42,0,,210.112
11月3日,1576.07,0,,0
11月3日,1576.07,0,,0
11月3日,166.36,0,,0
11月3日,166.36,0,,0
11月3日,166.36,0,,0
11月4日,166.36,0.73,,0
11月4日,166.36,2.96,,0
11月4日,166.36,5.56,,0
11月4日,166.36,11.14,,0
11月4日,166.36,16.71,,0
11月4日,166.36,22.17,,0
11月4日,166.36,27.23,,70.082
11月4日,166.36,31.75,,350.142
11月4日,166.36,22.71,,665.176
11月4日,166.36,0,,665.176
11月4日,166.36,0,,665.176
11月4日,166.36,0,,560.12
11月4日,166.36,0,,560.12
11月4日,166.36,0,,665.176
11月4日,166.36,0,,665.176
11月4日,166.36,0,,665.176
11月4日,166.36,0,,665.176
11月4日,166.36,0,,210.112
11月4日,166.36,0,,210.112
11月4日,166.36,0,,0
11月4日,166.36,0,,0
11月4日,166.36,0,,0
11月4日,166.36,3.37,,0
11月4日,166.36,10.01,,0
11月5日,166.36,18.75,,0
11月5日,166.36,25.9,,0
11月5日,166.36,33.37,,0
11月5日,166.36,43.61,,0
11月5日,166.36,53.6,,0
11月5日,166.36,65.44,,0
11月5日,166.36,73.9,,70.082
11月5日,166.36,81.4,,350.142
11月5日,166.36,71.96,,665.176
11月5日,166.36,0,,665.176
11月5日,166.36,0,,665.176
11月5日,166.36,0,,560.12
11月5日,166.36,0,,560.12
11月5日,166.36,0,,665.176
11月5日,166.36,0,,665.176
11月5日,166.36,0,,665.176
11月5日,166.36,0,,665.176
11月5日,166.36,0,,210.112
11月5日,166.36,0,,210.112
11月5日,166.36,0,,0
11月5日,166.36,0.94,,0
11月5日,166.36,9.79,,0
11月5日,166.36,17.83,,0
11月5日,166.36,28.03,,0
11月6日,166.36,35.85,,0
11月6日,166.36,43.1,,0
11月6日,166.36,51.8,,0
11月6日,166.36,61.58,,0
11月6日,166.36,70.84,,0
11月6日,166.36,79.21,,0
11月6日,166.36,87.13,,70.082
11月6日,166.36,93.34,,350.142
11月6日,3064.57,77.05,,665.176
11月6日,4071.51,0,,665.176
11月6日,4202.85,0,,665.176
11月6日,4071.51,0,,560.12
11月6日,3677.49,0,,560.12
11月6日,3940.17,0,,665.176
11月6日,4027.73,0,,665.176
11月6日,3852.61,0,,665.176
11月6日,3502.37,0,,665.176
11月6日,3502.37,0,,210.112
11月6日,2101.42,0,,210.112
11月6日,1576.07,0,,0
11月6日,1576.07,0,,0
11月6日,166.36,1.36,,0
11月6日,166.36,8.61,,0
11月6日,166.36,14.38,,0
11月7日,166.36,22.23,,0
11月7日,166.36,29.91,,0
11月7日,166.36,35.95,,0
11月7日,166.36,42.58,,0
11月7日,166.36,49.76,,0
11月7日,166.36,54.04,,0
11月7日,166.36,60.87,,70.082
11月7日,166.36,64.65,,350.142
11月7日,3064.57,38.86,,665.176
11月7日,4071.51,0,,665.176
11月7日,4202.85,0,,665.176
11月7日,4071.51,0,,560.12
11月7日,3677.49,0,,560.12
11月7日,3940.17,0,,665.176
11月7日,4027.73,0,,665.176
11月7日,3852.61,0,,665.176
11月7日,3502.37,0,,665.176
11月7日,3502.37,0,,210.112
11月7日,2101.42,0,,210.112
11月7日,1576.07,0,,0
11月7日,1576.07,0,,0
11月7日,166.36,0,,0
11月7日,166.36,4.49,,0
11月7日,166.36,10.35,,0
11月8日,166.36,16.84,,0
11月8日,166.36,26.4,,0
11月8日,166.36,34.05,,0
11月8日,166.36,45.06,,0
11月8日,166.36,58.28,,0
11月8日,166.36,69.75,,0
11月8日,166.36,78,,70.082
11月8日,166.36,86.25,,350.142
11月8日,3064.57,64.96,,665.176
11月8日,4071.51,49.75,,665.176
11月8日,4202.85,21.58,,665.176
11月8日,4071.51,0,,560.12
11月8日,3677.49,0,,560.12
11月8日,3940.17,0,,665.176
11月8日,4027.73,0,,665.176
11月8日,3852.61,0,,665.176
11月8日,3502.37,0,,665.176
11月8日,3502.37,0,,210.112
11月8日,2101.42,0,,210.112
11月8日,1576.07,0,,0
11月8日,1576.07,0,,0
11月8日,166.36,0.92,,0
11月8日,166.36,7.51,,0
11月8日,166.36,14.23,,0
11月9日,166.36,24.45,,0
11月9日,166.36,36.13,,0
11月9日,166.36,48.72,,0
11月9日,166.36,65.97,,0
11月9日,166.36,81.58,,0
11月9日,166.36,95.24,,0
11月9日,166.36,105.99,,70.082
11月9日,166.36,112.16,,350.142
11月9日,3064.57,84.96,,665.176
11月9日,4071.51,0,,665.176
11月9日,4202.85,0,,665.176
11月9日,4071.51,0,,560.12
11月9日,3677.49,0,,560.12
11月9日,3940.17,0,,665.176
11月9日,4027.73,0,,665.176
11月9日,3852.61,0,,665.176
11月9日,3502.37,0,,665.176
11月9日,3502.37,0,,210.112
11月9日,2101.42,0,,210.112
11月9日,1576.07,0,,0
11月9日,1576.07,0,,0
11月9日,166.36,3.5,,0
11月9日,166.36,10.33,,0
11月9日,166.36,20.32,,0
11月10日,166.36,28.34,,0
11月10日,166.36,35.56,,0
11月10日,166.36,46.72,,0
11月10日,166.36,58.75,,0
11月10日,166.36,69.11,,0
11月10日,166.36,81.74,,0
11月10日,166.36,88.32,,70.082
11月10日,166.36,93.62,,350.142
11月10日,3064.57,74.52,,665.176
11月10日,4071.51,1.34,,665.176
11月10日,4202.85,0,,665.176
11月10日,4071.51,0,,560.12
11月10日,3677.49,0,,560.12
11月10日,3940.17,0,,665.176
11月10日,4027.73,0,,665.176
11月10日,3852.61,0,,665.176
11月10日,3502.37,0,,665.176
11月10日,3502.37,0,,210.112
11月10日,2101.42,0,,210.112
11月10日,1576.07,0,,0
11月10日,1576.07,0,,0
11月10日,166.36,0,,0
11月10日,166.36,0.39,,0
11月10日,166.36,3.86,,0
11月11日,166.36,11.3,,0
11月11日,166.36,19.3,,0
11月11日,166.36,30.66,,0
11月11日,166.36,41.64,,0
11月11日,166.36,56.65,,0
11月11日,166.36,69.57,,0
11月11日,166.36,81.13,,70.082
11月11日,166.36,87.85,,350.142
11月11日,166.36,74.7,,665.176
11月11日,166.36,62.97,,665.176
11月11日,166.36,0,,665.176
11月11日,166.36,0,,560.12
11月11日,166.36,0,,560.12
11月11日,166.36,0,,665.176
11月11日,166.36,0,,665.176
11月11日,166.36,0,,665.176
11月11日,166.36,0,,665.176
11月11日,166.36,0,,210.112
11月11日,166.36,0,,210.112
11月11日,166.36,0,,0
11月11日,166.36,0,,0
11月11日,166.36,2.55,,0
11月11日,166.36,9.32,,0
11月11日,166.36,18.89,,0
11月12日,166.36,27.29,,0
11月12日,166.36,35.43,,0
11月12日,166.36,45.14,,0
11月12日,166.36,55.91,,0
11月12日,166.36,64.69,,0
11月12日,166.36,73.36,,0
11月12日,166.36,82.26,,70.082
11月12日,166.36,88.21,,350.142
11月12日,166.36,63.58,,665.176
11月12日,166.36,54.99,,665.176
11月12日,166.36,0,,665.176
11月12日,166.36,0,,560.12
11月12日,166.36,0,,560.12
11月12日,166.36,0,,665.176
11月12日,166.36,0,,665.176
11月12日,166.36,0,,665.176
11月12日,166.36,0,,665.176
11月12日,166.36,0,,210.112
11月12日,166.36,0,,210.112
11月12日,166.36,2.31,,0
11月12日,166.36,9.78,,0
11月12日,166.36,19.44,,0
11月12日,166.36,29,,0
11月12日,166.36,44.42,,0
11月13日,166.36,57.73,,0
11月13日,166.36,71.3,,0
11月13日,166.36,85.44,,0
11月13日,166.36,99.99,,0
11月13日,166.36,112.47,,0
11月13日,166.36,124.21,,0
11月13日,166.36,133.07,,70.082
11月13日,166.36,141.49,,350.142
11月13日,3064.57,131,,665.176
11月13日,4071.51,59.81,,665.176
11月13日,4202.85,0,,665.176
11月13日,4071.51,0,,560.12
11月13日,3677.49,0,,560.12
11月13日,3940.17,0,,665.176
11月13日,4027.73,0,,665.176
11月13日,3852.61,0,,665.176
11月13日,3502.37,0,,665.176
11月13日,3502.37,0,,210.112
11月13日,2101.42,0,,210.112
11月13日,1576.07,19.13,,0
11月13日,1576.07,55.68,,0
11月13日,166.36,85.26,,0
11月13日,166.36,103.6,,0
11月13日,166.36,114.81,,0
11月14日,166.36,118.73,,0
11月14日,166.36,122.06,,0
11月14日,166.36,130.78,,0
11月14日,166.36,145.25,,0
11月14日,166.36,160.46,,0
11月14日,166.36,184.74,,0
11月14日,166.36,208.59,,70.082
11月14日,166.36,225.94,,350.142
11月14日,3064.57,198.19,,665.176
11月14日,4071.51,120.95,,665.176
11月14日,4202.85,5.17,,665.176
11月14日,4071.51,0,,560.12
11月14日,3677.49,0,,560.12
11月14日,3940.17,0,,665.176
11月14日,4027.73,0,,665.176
11月14日,3852.61,0,,665.176
11月14日,3502.37,0,,665.176
11月14日,3502.37,0,,210.112
11月14日,2101.42,0.5,,210.112
11月14日,1576.07,14.18,,0
11月14日,1576.07,38.12,,0
11月14日,166.36,59.37,,0
11月14日,166.36,76.41,,0
11月14日,166.36,90.71,,0
11月15日,166.36,102.22,,0
11月15日,166.36,113.52,,0
11月15日,166.36,124.79,,0
11月15日,166.36,142.26,,0
11月15日,166.36,163.65,,0
11月15日,166.36,195.03,,0
11月15日,166.36,1223.01,,70.082
11月15日,166.36,1299.21,,350.142
11月15日,3064.57,1299.45,,665.176
11月15日,4071.51,762.81,,665.176
11月15日,4202.85,379.16,,665.176
11月15日,4071.51,295.31,,560.12
11月15日,3677.49,227.74,,560.12
11月15日,3940.17,189.42,,665.176
11月15日,4027.73,105.33,,665.176
11月15日,3852.61,65.21,,665.176
11月15日,3502.37,101.31,,665.176
11月15日,3502.37,188.98,,210.112
11月15日,2101.42,4.24,,210.112
11月15日,1576.07,25.22,,0
11月15日,1576.07,61.35,,0
11月15日,166.36,70.69,,0
11月15日,166.36,85.88,,0
11月15日,166.36,97.33,,0
11月16日,166.36,107.3,,0
11月16日,166.36,115.13,,0
11月16日,166.36,126.57,,0
11月16日,166.36,139.62,,0
11月16日,166.36,155.31,,0
11月16日,166.36,175.31,,0
11月16日,166.36,1149.42,,70.082
11月16日,166.36,1202.46,,350.142
11月16日,3064.57,1146.26,,665.176
11月16日,4071.51,1021.26,,665.176
11月16日,4202.85,796.87,,665.176
11月16日,4071.51,315.74,,560.12
11月16日,3677.49,207.23,,560.12
11月16日,3940.17,132.1,,665.176
11月16日,4027.73,124.21,,665.176
11月16日,3852.61,44.6,,665.176
11月16日,3502.37,61.31,,665.176
11月16日,3502.37,157.95,,210.112
11月16日,2101.42,6.25,,210.112
11月16日,1576.07,39.18,,0
11月16日,1576.07,77.45,,0
11月16日,166.36,79.06,,0
11月16日,166.36,92.07,,0
11月16日,166.36,101.56,,0
11月17日,166.36,115.96,,0
11月17日,166.36,124.8,,0
11月17日,166.36,144.74,,0
11月17日,166.36,169.91,,0
11月17日,166.36,217.46,,0
11月17日,166.36,270.5,,0
11月17日,166.36,1435.15,,70.082
11月17日,166.36,1558.09,,350.142
11月17日,3064.57,1599.55,,665.176
11月17日,4071.51,860.04,,665.176
11月17日,4202.85,385.3,,665.176
11月17日,4071.51,292.27,,560.12
11月17日,3677.49,218.15,,560.12
11月17日,3940.17,143.13,,665.176
11月17日,4027.73,104.26,,665.176
11月17日,3852.61,43.43,,665.176
11月17日,3502.37,71.53,,665.176
11月17日,3502.37,166.82,,210.112
11月17日,2101.42,2.3,,210.112
11月17日,1576.07,33.73,,0
11月17日,1576.07,79.64,,0
11月17日,166.36,72.76,,0
11月17日,166.36,89.58,,0
11月17日,166.36,102.67,,0
11月18日,166.36,116.51,,0
11月18日,166.36,128.31,,0
11月18日,166.36,144.76,,0
11月18日,166.36,168.34,,0
11月18日,166.36,210.63,,0
11月18日,166.36,249.29,,0
11月18日,166.36,990.49,,70.082
11月18日,166.36,1107.09,,350.142
11月18日,166.36,1050.86,,665.176
11月18日,166.36,424.39,,665.176
11月18日,166.36,354.01,,665.176
11月18日,166.36,220.6,,560.12
11月18日,166.36,0,,560.12
11月18日,166.36,0,,665.176
11月18日,166.36,0,,665.176
11月18日,166.36,0,,665.176
11月18日,166.36,0,,665.176
11月18日,166.36,0,,210.112
11月18日,166.36,1.53,,210.112
11月18日,166.36,28.26,,0
11月18日,166.36,77.67,,0
11月18日,166.36,69.36,,0
11月18日,166.36,87.44,,0
11月18日,166.36,99.81,,0
11月19日,166.36,112.73,,0
11月19日,166.36,126.58,,0
11月19日,166.36,144.25,,0
11月19日,166.36,178.4,,0
11月19日,166.36,222.44,,0
11月19日,166.36,265.35,,0
11月19日,166.36,1057.4,,70.082
11月19日,166.36,1154.41,,350.142
11月19日,166.36,1102.21,,665.176
11月19日,166.36,450.77,,665.176
11月19日,166.36,32.02,,665.176
11月19日,166.36,0,,560.12
11月19日,166.36,0,,560.12
11月19日,166.36,0,,665.176
11月19日,166.36,0,,665.176
11月19日,166.36,0,,665.176
11月19日,166.36,0,,665.176
11月19日,166.36,0,,210.112
11月19日,166.36,2.03,,210.112
11月19日,166.36,34.76,,0
11月19日,166.36,81.53,,0
11月19日,166.36,61.97,,0
11月19日,166.36,77.42,,0
11月19日,166.36,89.13,,0
11月20日,166.36,94.84,,0
11月20日,166.36,104.86,,0
11月20日,166.36,115.47,,0
11月20日,166.36,129.89,,0
11月20日,166.36,157.08,,0
11月20日,166.36,205.47,,0
11月20日,166.36,1304.82,,70.082
11月20日,166.36,1406.77,,350.142
11月20日,3064.57,1348.68,,665.176
11月20日,4071.51,665.72,,665.176
11月20日,4202.85,317.95,,665.176
